Date,Year,Quarter,Month,Day,Weekend,Casual,Member,Total Rides,"Avg. ""Feels like"" (°C)",Avg. Temperature (°C),WMO Code,Weather,Max Wind (km/h)
2021-01-01,2021,2021Q1,January,Friday,Weekday,371,590,961,-0.9,2.3,63,Rain,10.6
2021-01-02,2021,2021Q1,January,Saturday,Weekend,2874,2844,5718,4.8,7.6,61,Light Rain,19.1
2021-01-03,2021,2021Q1,January,Sunday,Weekend,495,1133,1628,0.9,3.9,63,Rain,13.0
2021-01-04,2021,2021Q1,January,Monday,Weekday,907,2074,2981,1.0,4.1,3,Cloudy,13.3
2021-01-05,2021,2021Q1,January,Tuesday,Weekday,1057,2004,3061,1.4,4.0,51,Light Drizzle,9.2
2021-01-06,2021,2021Q1,January,Wednesday,Weekday,1359,1753,3112,-1.1,3.4,3,Cloudy,20.8
2021-01-07,2021,2021Q1,January,Thursday,Weekday,1167,2143,3310,-1.3,2.9,3,Cloudy,14.4
2021-01-08,2021,2021Q1,January,Friday,Weekday,784,2203,2987,-3.1,0.7,3,Cloudy,12.9
2021-01-09,2021,2021Q1,January,Saturday,Weekend,1490,2582,4072,-3.8,1.7,2,Partly Cloudy,19.4
2021-01-10,2021,2021Q1,January,Sunday,Weekend,1479,2522,4001,-1.8,2.6,1,Mostly Clear,18.7
2021-01-11,2021,2021Q1,January,Monday,Weekday,677,2194,2871,-1.8,1.5,3,Cloudy,9.8
2021-01-12,2021,2021Q1,January,Tuesday,Weekday,919,2725,3644,-2.2,1.3,0,Clear,10.2
2021-01-13,2021,2021Q1,January,Wednesday,Weekday,1095,2788,3883,-1.3,2.1,0,Clear,9.7
2021-01-14,2021,2021Q1,January,Thursday,Weekday,1095,2702,3797,0.3,3.5,2,Partly Cloudy,9.2
2021-01-15,2021,2021Q1,January,Friday,Weekday,924,2410,3334,1.0,4.4,53,Heavy Drizzle,18.9
2021-01-16,2021,2021Q1,January,Saturday,Weekend,1850,2841,4691,0.6,4.3,53,Heavy Drizzle,16.2
2021-01-17,2021,2021Q1,January,Sunday,Weekend,1437,2308,3745,-1.0,3.4,3,Cloudy,19.6
2021-01-18,2021,2021Q1,January,Monday,Weekday,1229,2212,3441,-1.9,2.6,2,Partly Cloudy,20.8
2021-01-19,2021,2021Q1,January,Tuesday,Weekday,1185,2185,3370,-2.1,2.3,3,Cloudy,20.5
2021-01-20,2021,2021Q1,January,Wednesday,Weekday,995,1627,2622,-3.3,1.4,53,Heavy Drizzle,24.7
2021-01-21,2021,2021Q1,January,Thursday,Weekday,1106,2423,3529,-1.7,2.3,1,Mostly Clear,12.3
2021-01-22,2021,2021Q1,January,Friday,Weekday,1302,2734,4036,-1.6,2.8,3,Cloudy,20.4
2021-01-23,2021,2021Q1,January,Saturday,Weekend,1145,2337,3482,-5.9,-0.3,3,Cloudy,23.6
2021-01-24,2021,2021Q1,January,Sunday,Weekend,1143,2166,3309,-5.4,-0.9,3,Cloudy,14.0
2021-01-25,2021,2021Q1,January,Monday,Weekday,543,1847,2390,-2.1,1.5,73,Snow,10.0
2021-01-26,2021,2021Q1,January,Tuesday,Weekday,492,1505,1997,-1.4,1.5,73,Snow,11.9
2021-01-27,2021,2021Q1,January,Wednesday,Weekday,968,2560,3528,-1.1,2.8,3,Cloudy,17.2
2021-01-28,2021,2021Q1,January,Thursday,Weekday,683,1984,2667,-6.2,-0.1,71,Light Snow,27.6
2021-01-29,2021,2021Q1,January,Friday,Weekday,824,2046,2870,-8.5,-1.9,3,Cloudy,27.2
2021-01-30,2021,2021Q1,January,Saturday,Weekend,1463,2535,3998,-6.0,-1.4,3,Cloudy,14.2
2021-01-31,2021,2021Q1,January,Sunday,Weekend,329,706,1035,-4.8,-0.5,75,Heavy Snow,17.9
2021-02-01,2021,2021Q1,February,Monday,Weekday,227,746,973,-4.9,-0.1,73,Snow,18.9
2021-02-02,2021,2021Q1,February,Tuesday,Weekday,382,1069,1451,-5.1,0.5,71,Light Snow,23.7
2021-02-03,2021,2021Q1,February,Wednesday,Weekday,684,1792,2476,-5.0,0.9,3,Cloudy,26.3
2021-02-04,2021,2021Q1,February,Thursday,Weekday,863,2311,3174,-4.5,0.3,3,Cloudy,20.8
2021-02-05,2021,2021Q1,February,Friday,Weekday,1400,2849,4249,0.9,5.3,55,Heavy Drizzle,18.6
2021-02-06,2021,2021Q1,February,Saturday,Weekend,2149,3263,5412,-1.3,3.0,3,Cloudy,22.3
2021-02-07,2021,2021Q1,February,Sunday,Weekend,757,1532,2289,-1.6,2.1,75,Heavy Snow,17.4
2021-02-08,2021,2021Q1,February,Monday,Weekday,844,2048,2892,-8.5,-3.9,1,Mostly Clear,11.4
2021-02-09,2021,2021Q1,February,Tuesday,Weekday,920,2642,3562,-0.6,2.8,3,Cloudy,11.4
2021-02-10,2021,2021Q1,February,Wednesday,Weekday,569,1793,2362,-1.9,1.6,75,Heavy Snow,10.8
2021-02-11,2021,2021Q1,February,Thursday,Weekday,566,1675,2241,-2.8,0.7,75,Heavy Snow,12.0
2021-02-12,2021,2021Q1,February,Friday,Weekday,828,2201,3029,-5.9,-1.8,71,Light Snow,11.0
2021-02-13,2021,2021Q1,February,Saturday,Weekend,236,649,885,-6.2,-1.9,73,Snow,12.5
2021-02-14,2021,2021Q1,February,Sunday,Weekend,829,1535,2364,-3.5,0.0,3,Cloudy,8.7
2021-02-15,2021,2021Q1,February,Monday,Weekday,777,1943,2720,-1.9,1.4,53,Heavy Drizzle,13.7
2021-02-16,2021,2021Q1,February,Tuesday,Weekday,722,2127,2849,-0.0,3.7,63,Rain,23.5
2021-02-17,2021,2021Q1,February,Wednesday,Weekday,557,1392,1949,-6.8,-1.9,1,Mostly Clear,20.5
2021-02-18,2021,2021Q1,February,Thursday,Weekday,217,527,744,-5.9,-1.7,75,Heavy Snow,15.1
2021-02-19,2021,2021Q1,February,Friday,Weekday,524,1521,2045,-4.0,0.0,73,Snow,15.5
2021-02-20,2021,2021Q1,February,Saturday,Weekend,796,1849,2645,-8.3,-2.5,3,Cloudy,23.4
2021-02-21,2021,2021Q1,February,Sunday,Weekend,919,2053,2972,-7.1,-2.8,2,Partly Cloudy,15.9
2021-02-22,2021,2021Q1,February,Monday,Weekday,334,1214,1548,-3.5,0.7,73,Snow,16.2
2021-02-23,2021,2021Q1,February,Tuesday,Weekday,957,2363,3320,-0.1,4.2,51,Light Drizzle,25.8
2021-02-24,2021,2021Q1,February,Wednesday,Weekday,1733,3449,5182,4.2,8.1,1,Mostly Clear,20.4
2021-02-25,2021,2021Q1,February,Thursday,Weekday,1290,2891,4181,3.5,7.5,1,Mostly Clear,21.4
2021-02-26,2021,2021Q1,February,Friday,Weekday,1230,2543,3773,0.9,4.7,71,Light Snow,12.8
2021-02-27,2021,2021Q1,February,Saturday,Weekend,2130,2949,5079,4.3,6.6,73,Snow,12.5
2021-02-28,2021,2021Q1,February,Sunday,Weekend,371,768,1139,4.6,6.7,63,Rain,15.5
2021-03-01,2021,2021Q1,March,Monday,Weekday,753,1750,2503,5.2,8.4,63,Rain,27.8
2021-03-02,2021,2021Q1,March,Tuesday,Weekday,1014,2459,3473,-2.7,2.3,0,Clear,20.6
2021-03-03,2021,2021Q1,March,Wednesday,Weekday,1615,3256,4871,1.3,5.2,0,Clear,12.6
2021-03-04,2021,2021Q1,March,Thursday,Weekday,1107,2709,3816,1.2,6.1,3,Cloudy,24.2
2021-03-05,2021,2021Q1,March,Friday,Weekday,1048,2586,3634,-4.3,1.6,2,Partly Cloudy,27.8
2021-03-06,2021,2021Q1,March,Saturday,Weekend,2323,2869,5192,-3.0,2.1,3,Cloudy,21.2
2021-03-07,2021,2021Q1,March,Sunday,Weekend,1835,2456,4291,-2.6,1.5,0,Clear,13.8
2021-03-08,2021,2021Q1,March,Monday,Weekday,1183,2580,3763,-0.6,3.2,1,Mostly Clear,10.7
2021-03-09,2021,2021Q1,March,Tuesday,Weekday,2067,3397,5464,6.7,9.8,1,Mostly Clear,14.0
2021-03-10,2021,2021Q1,March,Wednesday,Weekday,2389,3875,6264,8.5,10.9,1,Mostly Clear,13.0
2021-03-11,2021,2021Q1,March,Thursday,Weekday,2913,4166,7079,12.7,15.4,2,Partly Cloudy,17.4
2021-03-12,2021,2021Q1,March,Friday,Weekday,2712,3703,6415,13.6,15.9,3,Cloudy,15.5
2021-03-13,2021,2021Q1,March,Saturday,Weekend,4497,3758,8255,5.2,9.5,1,Mostly Clear,20.8
2021-03-14,2021,2021Q1,March,Sunday,Weekend,3640,3292,6932,3.8,9.0,1,Mostly Clear,30.0
2021-03-15,2021,2021Q1,March,Monday,Weekday,1249,2394,3643,-0.6,4.1,3,Cloudy,21.1
2021-03-16,2021,2021Q1,March,Tuesday,Weekday,1029,2430,3459,1.4,5.0,51,Light Drizzle,14.1
2021-03-17,2021,2021Q1,March,Wednesday,Weekday,1610,3019,4629,5.4,7.5,3,Cloudy,8.8
2021-03-18,2021,2021Q1,March,Thursday,Weekday,558,1445,2003,7.0,8.9,63,Rain,18.9
2021-03-19,2021,2021Q1,March,Friday,Weekday,1773,3018,4791,1.4,6.4,53,Heavy Drizzle,22.2
2021-03-20,2021,2021Q1,March,Saturday,Weekend,4379,3875,8254,1.7,5.2,0,Clear,12.1
2021-03-21,2021,2021Q1,March,Sunday,Weekend,4180,3909,8089,5.0,8.0,0,Clear,10.0
2021-03-22,2021,2021Q1,March,Monday,Weekday,2219,3229,5448,5.9,8.5,0,Clear,10.5
2021-03-23,2021,2021Q1,March,Tuesday,Weekday,2229,3606,5835,8.8,11.0,3,Cloudy,12.8
2021-03-24,2021,2021Q1,March,Wednesday,Weekday,522,1465,1987,12.2,12.7,63,Rain,13.1
2021-03-25,2021,2021Q1,March,Thursday,Weekday,1894,3470,5364,15.7,15.5,51,Light Drizzle,11.3
2021-03-26,2021,2021Q1,March,Friday,Weekday,3982,4585,8567,18.2,20.0,53,Heavy Drizzle,28.2
2021-03-27,2021,2021Q1,March,Saturday,Weekend,8232,5106,13338,13.3,15.0,2,Partly Cloudy,14.1
2021-03-28,2021,2021Q1,March,Sunday,Weekend,2028,2071,4099,13.9,15.5,63,Rain,28.5
2021-03-29,2021,2021Q1,March,Monday,Weekday,2994,3785,6779,5.5,9.8,2,Partly Cloudy,30.6
2021-03-30,2021,2021Q1,March,Tuesday,Weekday,4805,4746,9551,8.5,11.4,1,Mostly Clear,18.3
2021-03-31,2021,2021Q1,March,Wednesday,Weekday,1138,2239,3377,14.4,14.8,63,Rain,17.9
2021-04-01,2021,2021Q2,April,Thursday,Weekday,1824,2670,4494,2.5,7.2,53,Heavy Drizzle,26.4
2021-04-02,2021,2021Q2,April,Friday,Weekday,2539,2904,5443,-2.5,3.4,3,Cloudy,24.3
2021-04-03,2021,2021Q2,April,Saturday,Weekend,7206,3743,10949,1.3,5.2,0,Clear,12.8
2021-04-04,2021,2021Q2,April,Sunday,Weekend,7441,4050,11491,8.2,11.4,2,Partly Cloudy,19.3
2021-04-05,2021,2021Q2,April,Monday,Weekday,3835,3833,7668,10.8,13.2,3,Cloudy,13.7
2021-04-06,2021,2021Q2,April,Tuesday,Weekday,3530,4407,7937,13.8,15.2,51,Light Drizzle,12.2
2021-04-07,2021,2021Q2,April,Wednesday,Weekday,3461,4436,7897,16.5,17.0,2,Partly Cloudy,12.0
2021-04-08,2021,2021Q2,April,Thursday,Weekday,3358,4433,7791,12.7,15.0,51,Light Drizzle,17.8
2021-04-09,2021,2021Q2,April,Friday,Weekday,2323,3508,5831,12.3,13.5,61,Light Rain,15.6
2021-04-10,2021,2021Q2,April,Saturday,Weekend,6719,4710,11429,15.5,15.6,3,Cloudy,12.0
2021-04-11,2021,2021Q2,April,Sunday,Weekend,5368,4288,9656,18.6,18.9,61,Light Rain,17.6
2021-04-12,2021,2021Q2,April,Monday,Weekday,1794,3286,5080,13.8,14.8,51,Light Drizzle,14.4
2021-04-13,2021,2021Q2,April,Tuesday,Weekday,2300,4126,6426,12.0,13.2,51,Light Drizzle,10.1
2021-04-14,2021,2021Q2,April,Wednesday,Weekday,932,2183,3115,12.7,13.2,55,Heavy Drizzle,11.2
2021-04-15,2021,2021Q2,April,Thursday,Weekday,2683,4328,7011,11.3,13.6,53,Heavy Drizzle,21.7
2021-04-16,2021,2021Q2,April,Friday,Weekday,2443,3931,6374,6.1,10.3,51,Light Drizzle,25.4
2021-04-17,2021,2021Q2,April,Saturday,Weekend,4909,4517,9426,7.7,10.4,3,Cloudy,14.3
2021-04-18,2021,2021Q2,April,Sunday,Weekend,4727,4209,8936,9.6,11.6,2,Partly Cloudy,11.0
2021-04-19,2021,2021Q2,April,Monday,Weekday,2070,3462,5532,10.4,12.1,3,Cloudy,9.8
2021-04-20,2021,2021Q2,April,Tuesday,Weekday,3157,4815,7972,13.2,15.3,1,Mostly Clear,17.7
2021-04-21,2021,2021Q2,April,Wednesday,Weekday,1643,3429,5072,8.9,13.1,51,Light Drizzle,29.6
2021-04-22,2021,2021Q2,April,Thursday,Weekday,1535,3125,4660,1.5,6.9,2,Partly Cloudy,26.1
2021-04-23,2021,2021Q2,April,Friday,Weekday,3024,4388,7412,6.4,9.6,3,Cloudy,16.3
2021-04-24,2021,2021Q2,April,Saturday,Weekend,3672,4087,7759,9.1,11.4,61,Light Rain,11.5
2021-04-25,2021,2021Q2,April,Sunday,Weekend,3365,3680,7045,10.8,13.2,63,Rain,20.7
2021-04-26,2021,2021Q2,April,Monday,Weekday,2283,3945,6228,8.7,11.9,1,Mostly Clear,16.3
2021-04-27,2021,2021Q2,April,Tuesday,Weekday,3065,4798,7863,17.0,17.8,1,Mostly Clear,16.8
2021-04-28,2021,2021Q2,April,Wednesday,Weekday,2712,4554,7266,23.7,23.2,1,Mostly Clear,17.4
2021-04-29,2021,2021Q2,April,Thursday,Weekday,2346,4302,6648,23.8,22.7,53,Heavy Drizzle,20.4
2021-04-30,2021,2021Q2,April,Friday,Weekday,2475,3877,6352,12.7,16.8,51,Light Drizzle,36.7
2021-05-01,2021,2021Q2,May,Saturday,Weekend,5551,4988,10539,8.7,12.8,1,Mostly Clear,27.0
2021-05-02,2021,2021Q2,May,Sunday,Weekend,4989,4734,9723,17.1,19.3,1,Mostly Clear,18.7
2021-05-03,2021,2021Q2,May,Monday,Weekday,1952,3552,5504,20.3,19.9,61,Light Rain,18.6
2021-05-04,2021,2021Q2,May,Tuesday,Weekday,2144,3755,5899,24.7,23.0,53,Heavy Drizzle,15.5
2021-05-05,2021,2021Q2,May,Wednesday,Weekday,2244,4265,6509,20.3,20.0,63,Rain,23.7
2021-05-06,2021,2021Q2,May,Thursday,Weekday,3082,4862,7944,11.2,13.8,3,Cloudy,18.9
2021-05-07,2021,2021Q2,May,Friday,Weekday,2159,3470,5629,11.4,12.7,63,Rain,11.9
2021-05-08,2021,2021Q2,May,Saturday,Weekend,4228,4271,8499,8.1,10.7,53,Heavy Drizzle,22.8
2021-05-09,2021,2021Q2,May,Sunday,Weekend,3448,3818,7266,10.7,12.9,51,Light Drizzle,17.2
2021-05-10,2021,2021Q2,May,Monday,Weekday,2693,4316,7009,12.8,15.2,53,Heavy Drizzle,22.1
2021-05-11,2021,2021Q2,May,Tuesday,Weekday,2752,4898,7650,11.6,14.1,3,Cloudy,19.4
2021-05-12,2021,2021Q2,May,Wednesday,Weekday,2933,4862,7795,10.4,13.1,3,Cloudy,15.6
2021-05-13,2021,2021Q2,May,Thursday,Weekday,3494,5100,8594,12.1,14.3,1,Mostly Clear,11.1
2021-05-14,2021,2021Q2,May,Friday,Weekday,3984,5230,9214,13.7,15.2,1,Mostly Clear,8.9
2021-05-15,2021,2021Q2,May,Saturday,Weekend,7273,5703,12976,15.2,16.6,2,Partly Cloudy,10.4
2021-05-16,2021,2021Q2,May,Sunday,Weekend,4458,4312,8770,14.0,15.2,53,Heavy Drizzle,11.8
2021-05-17,2021,2021Q2,May,Monday,Weekday,3254,4800,8054,16.7,17.2,3,Cloudy,7.9
2021-05-18,2021,2021Q2,May,Tuesday,Weekday,3404,5405,8809,18.3,18.8,2,Partly Cloudy,12.0
2021-05-19,2021,2021Q2,May,Wednesday,Weekday,3541,5463,9004,21.4,21.4,1,Mostly Clear,11.1
2021-05-20,2021,2021Q2,May,Thursday,Weekday,3512,5236,8748,22.3,22.8,2,Partly Cloudy,14.8
2021-05-21,2021,2021Q2,May,Friday,Weekday,4739,5640,10379,21.2,21.3,1,Mostly Clear,9.4
2021-05-22,2021,2021Q2,May,Saturday,Weekend,6750,5663,12413,23.7,24.3,2,Partly Cloudy,15.5
2021-05-23,2021,2021Q2,May,Sunday,Weekend,5314,4757,10071,26.9,26.8,2,Partly Cloudy,18.6
2021-05-24,2021,2021Q2,May,Monday,Weekday,1486,2515,4001,20.5,20.2,53,Heavy Drizzle,13.6
2021-05-25,2021,2021Q2,May,Tuesday,Weekday,3373,5317,8690,20.6,20.0,3,Cloudy,11.3
2021-05-26,2021,2021Q2,May,Wednesday,Weekday,2584,4419,7003,28.6,26.5,51,Light Drizzle,11.8
2021-05-27,2021,2021Q2,May,Thursday,Weekday,3595,5220,8815,25.8,24.9,1,Mostly Clear,13.0
2021-05-28,2021,2021Q2,May,Friday,Weekday,2977,3822,6799,22.3,21.8,63,Rain,16.8
2021-05-29,2021,2021Q2,May,Saturday,Weekend,1574,2003,3577,10.8,12.5,63,Rain,18.2
2021-05-30,2021,2021Q2,May,Sunday,Weekend,4061,2994,7055,9.0,11.1,61,Light Rain,17.0
2021-05-31,2021,2021Q2,May,Monday,Weekday,6482,4757,11239,15.3,16.0,2,Partly Cloudy,13.9
2021-06-01,2021,2021Q2,June,Tuesday,Weekday,3145,4816,7961,18.8,18.8,3,Cloudy,11.3
2021-06-02,2021,2021Q2,June,Wednesday,Weekday,3289,5152,8441,20.9,20.5,3,Cloudy,15.5
2021-06-03,2021,2021Q2,June,Thursday,Weekday,2774,4310,7084,24.2,22.1,63,Rain,14.3
2021-06-04,2021,2021Q2,June,Friday,Weekday,4061,5393,9454,26.4,23.5,61,Light Rain,14.0
2021-06-05,2021,2021Q2,June,Saturday,Weekend,6287,5458,11745,26.4,24.9,1,Mostly Clear,11.9
2021-06-06,2021,2021Q2,June,Sunday,Weekend,4469,4593,9062,28.7,26.5,1,Mostly Clear,11.6
2021-06-07,2021,2021Q2,June,Monday,Weekday,2852,4687,7539,31.0,27.3,63,Rain,11.9
2021-06-08,2021,2021Q2,June,Tuesday,Weekday,2905,5063,7968,31.2,26.7,63,Rain,10.0
2021-06-09,2021,2021Q2,June,Wednesday,Weekday,3142,5152,8294,29.7,25.3,61,Light Rain,7.7
2021-06-10,2021,2021Q2,June,Thursday,Weekday,2002,3449,5451,29.0,24.8,63,Rain,14.4
2021-06-11,2021,2021Q2,June,Friday,Weekday,1552,2729,4281,21.9,20.3,63,Rain,19.8
2021-06-12,2021,2021Q2,June,Saturday,Weekend,6967,6092,13059,22.3,20.5,51,Light Drizzle,13.0
2021-06-13,2021,2021Q2,June,Sunday,Weekend,5627,4644,10271,24.7,22.6,51,Light Drizzle,11.3
2021-06-14,2021,2021Q2,June,Monday,Weekday,3534,4800,8334,27.0,24.3,61,Light Rain,10.2
2021-06-15,2021,2021Q2,June,Tuesday,Weekday,3924,5589,9513,23.1,22.2,53,Heavy Drizzle,13.6
2021-06-16,2021,2021Q2,June,Wednesday,Weekday,4008,5922,9930,20.7,21.4,1,Mostly Clear,13.6
2021-06-17,2021,2021Q2,June,Thursday,Weekday,4396,5905,10301,19.5,20.4,2,Partly Cloudy,13.1
2021-06-18,2021,2021Q2,June,Friday,Weekday,5873,5905,11778,22.3,22.4,2,Partly Cloudy,12.8
2021-06-19,2021,2021Q2,June,Saturday,Weekend,6754,5411,12165,27.5,25.2,63,Rain,15.0
2021-06-20,2021,2021Q2,June,Sunday,Weekend,5469,4730,10199,30.1,26.6,51,Light Drizzle,10.8
2021-06-21,2021,2021Q2,June,Monday,Weekday,2934,4502,7436,31.5,27.4,53,Heavy Drizzle,12.1
2021-06-22,2021,2021Q2,June,Tuesday,Weekday,2331,4255,6586,23.0,21.2,61,Light Rain,17.1
2021-06-23,2021,2021Q2,June,Wednesday,Weekday,4429,6343,10772,18.3,18.9,2,Partly Cloudy,10.7
2021-06-24,2021,2021Q2,June,Thursday,Weekday,4493,6153,10646,20.6,20.4,3,Cloudy,11.3
2021-06-25,2021,2021Q2,June,Friday,Weekday,5024,5553,10577,22.6,21.5,2,Partly Cloudy,12.0
2021-06-26,2021,2021Q2,June,Saturday,Weekend,6646,5271,11917,27.6,24.7,53,Heavy Drizzle,18.3
2021-06-27,2021,2021Q2,June,Sunday,Weekend,5160,4661,9821,30.0,26.8,51,Light Drizzle,14.5
2021-06-28,2021,2021Q2,June,Monday,Weekday,3393,4821,8214,31.5,28.2,51,Light Drizzle,13.8
2021-06-29,2021,2021Q2,June,Tuesday,Weekday,3222,5304,8526,32.7,29.3,1,Mostly Clear,11.9
2021-06-30,2021,2021Q2,June,Wednesday,Weekday,3102,4953,8055,32.9,30.0,51,Light Drizzle,14.3
2021-07-01,2021,2021Q3,July,Thursday,Weekday,2780,4450,7230,30.8,26.3,65,Heavy Rain,12.1
2021-07-02,2021,2021Q3,July,Friday,Weekday,4794,5293,10087,24.5,23.0,63,Rain,14.5
2021-07-03,2021,2021Q3,July,Saturday,Weekend,7847,5296,13143,21.4,21.4,51,Light Drizzle,14.6
2021-07-04,2021,2021Q3,July,Sunday,Weekend,11815,5068,16883,24.3,22.8,2,Partly Cloudy,10.2
2021-07-05,2021,2021Q3,July,Monday,Weekday,6643,4618,11261,28.2,25.8,2,Partly Cloudy,11.6
2021-07-06,2021,2021Q3,July,Tuesday,Weekday,3671,5098,8769,31.3,27.9,1,Mostly Clear,13.1
2021-07-07,2021,2021Q3,July,Wednesday,Weekday,3336,5410,8746,32.8,28.6,61,Light Rain,11.9
2021-07-08,2021,2021Q3,July,Thursday,Weekday,2633,4455,7088,29.6,26.2,63,Rain,17.4
2021-07-09,2021,2021Q3,July,Friday,Weekday,3649,4818,8467,28.9,25.5,65,Heavy Rain,18.9
2021-07-10,2021,2021Q3,July,Saturday,Weekend,7498,5981,13479,26.4,24.7,3,Cloudy,14.2
2021-07-11,2021,2021Q3,July,Sunday,Weekend,5668,5036,10704,29.6,25.9,61,Light Rain,16.2
2021-07-12,2021,2021Q3,July,Monday,Weekday,3513,5145,8658,33.1,28.4,53,Heavy Drizzle,14.2
2021-07-13,2021,2021Q3,July,Tuesday,Weekday,3488,5642,9130,32.9,29.1,2,Partly Cloudy,17.2
2021-07-14,2021,2021Q3,July,Wednesday,Weekday,3428,5527,8955,31.2,27.6,63,Rain,13.3
2021-07-15,2021,2021Q3,July,Thursday,Weekday,4178,5799,9977,31.4,27.1,51,Light Drizzle,10.0
2021-07-16,2021,2021Q3,July,Friday,Weekday,4723,5666,10389,32.6,28.7,1,Mostly Clear,10.3
2021-07-17,2021,2021Q3,July,Saturday,Weekend,6108,5033,11141,33.0,28.2,63,Rain,13.4
2021-07-18,2021,2021Q3,July,Sunday,Weekend,6297,5117,11414,27.3,25.5,3,Cloudy,19.3
2021-07-19,2021,2021Q3,July,Monday,Weekday,3804,5352,9156,27.9,25.9,2,Partly Cloudy,10.5
2021-07-20,2021,2021Q3,July,Tuesday,Weekday,3663,5877,9540,30.0,26.9,1,Mostly Clear,9.0
2021-07-21,2021,2021Q3,July,Wednesday,Weekday,3826,5720,9546,29.2,27.1,53,Heavy Drizzle,13.6
2021-07-22,2021,2021Q3,July,Thursday,Weekday,4060,5854,9914,24.8,24.3,1,Mostly Clear,11.9
2021-07-23,2021,2021Q3,July,Friday,Weekday,4847,5772,10619,24.8,24.0,2,Partly Cloudy,8.3
2021-07-24,2021,2021Q3,July,Saturday,Weekend,6440,5177,11617,26.8,25.1,51,Light Drizzle,14.6
2021-07-25,2021,2021Q3,July,Sunday,Weekend,5212,4660,9872,30.4,28.0,51,Light Drizzle,15.6
2021-07-26,2021,2021Q3,July,Monday,Weekday,2860,4771,7631,32.2,28.5,51,Light Drizzle,9.2
2021-07-27,2021,2021Q3,July,Tuesday,Weekday,3210,5443,8653,32.6,28.4,1,Mostly Clear,5.7
2021-07-28,2021,2021Q3,July,Wednesday,Weekday,3334,5645,8979,30.1,28.1,1,Mostly Clear,12.1
2021-07-29,2021,2021Q3,July,Thursday,Weekday,3537,5409,8946,31.5,28.1,51,Light Drizzle,10.5
2021-07-30,2021,2021Q3,July,Friday,Weekday,4393,5687,10080,29.2,27.9,51,Light Drizzle,15.0
2021-07-31,2021,2021Q3,July,Saturday,Weekend,6902,5450,12352,25.0,24.5,3,Cloudy,12.1
2021-08-01,2021,2021Q3,August,Sunday,Weekend,3593,3584,7177,26.6,23.7,61,Light Rain,10.5
2021-08-02,2021,2021Q3,August,Monday,Weekday,4055,5455,9510,23.6,22.8,2,Partly Cloudy,13.4
2021-08-03,2021,2021Q3,August,Tuesday,Weekday,3985,5864,9849,24.4,23.1,2,Partly Cloudy,10.0
2021-08-04,2021,2021Q3,August,Wednesday,Weekday,4183,5815,9998,23.6,22.5,3,Cloudy,15.0
2021-08-05,2021,2021Q3,August,Thursday,Weekday,4294,5870,10164,26.1,24.3,2,Partly Cloudy,7.0
2021-08-06,2021,2021Q3,August,Friday,Weekday,4587,5461,10048,27.6,26.0,2,Partly Cloudy,13.8
2021-08-07,2021,2021Q3,August,Saturday,Weekend,4247,3885,8132,25.0,22.7,53,Heavy Drizzle,9.0
2021-08-08,2021,2021Q3,August,Sunday,Weekend,6262,4735,10997,27.4,24.8,1,Mostly Clear,11.4
2021-08-09,2021,2021Q3,August,Monday,Weekday,3201,4619,7820,30.1,26.0,63,Rain,13.5
